title,price,location,url,breed,sex,age,ready_to_leave,kc_registered,microchipped,neutered,vaccinations,health_checks,seller_type,views,created,seller_name,membership_level,member_since
Border terrier x cocker spaniel puppies,£600,"Shrewsbury, Shropshire",https://www.preloved.co.uk/adverts/show/123004118/border-terrier-x-cocker-spaniel-puppies,Border terrier x cocker spaniel,Male,8 weeks,for their new homes end of January.These will be high energy dogs and will need an active home with ,No,Yes,No,and ready to leave for their new homes end of January.These will be high energy dogs and will need a,Yes,Private Seller,409.0,29 days ago,sydney,,December 2019
female French bulldog puppy r,£800,"Mexborough, South Yorkshire",https://www.preloved.co.uk/adverts/show/123002839/female-french-bulldog-puppy-r,French bulldog,Female,3 months,Now,No,Yes,No,All,Yes,Private Seller,148.0,32 days ago,Mummyto3girls,,July 2017
Adorable Jack Russel x puppies,£495,"Preston, Lancs",https://www.preloved.co.uk/adverts/show/122974115/adorable-jack-russel-x-puppies,Jack Russel x,Mixed Litter,3 months,at 8 weeks,No,Yes,No,No,Yes,Private Seller,936.0,96 days ago,BBH,,October 2009
Stunning Health Tested Labrador Puppies,"£1,200","Pontarddulais, Swansea",https://www.preloved.co.uk/adverts/show/122989371/stunning-health-tested-labrador-puppies,Labrador,Mixed Litter,3 months,at 11 weeks,No,Yes,No,Fully Vaccinated,Extensively DNA Tested & Vet checked 3 times,Licensed Breeder,78.0,64 days ago,Lorna,,September 2017
Lovely friendly Maltese puppies. KC registered.,"£2,000","Doncaster, South Yorkshire",https://www.preloved.co.uk/adverts/show/123003317/lovely-friendly-maltese-puppies-kc-registered,Maltese,Mixed Litter,4 months,Now,Yes - Breed Register,Yes,No,First vaccinations,Health checked,Private Seller,25.0,31 days ago,heather,,February 2005
Show type cocker spaniels,"£2,200","Grayshott, Surrey",https://www.preloved.co.uk/adverts/show/123005769/show-type-cocker-spaniels,Cocker spaniel,Male,11 weeks,Now,Yes - Breed Register,Yes,No,Yes,Yes,Private Seller,44.0,22 days ago,Anne,,April 2024
Stunning red cocker spaniel pups,"£1,200","Grayshott, Surrey",https://www.preloved.co.uk/adverts/show/122923226/stunning-red-cocker-spaniel-pups,Cocker spaniel,Mixed Litter,7 months,at 8 weeks,Yes - Breed Register,Yes,No,Yes,Yes,Private Seller,654.0,187 days ago,Anne,,April 2024
Beautiful Golden Retriever Puppys,"£1,400","Crook, Durham",https://www.preloved.co.uk/adverts/show/123004442/beautiful-golden-retriever-puppys,Golden Retriever,Male,7 weeks,at 8 weeks,No,Yes,No,Non,Fully Health checked,Private Seller,82.0,28 days ago,Roseleigh6,,December 2025
1 year old kc registered british bulldog huge boy...,£950,"Paulerspury, South Northants",https://www.preloved.co.uk/adverts/show/123008500/1-year-old-kc-registered-british-bulldog-huge-boy,British bulldog,Male,11 months,Now,Yes - Breed Register,Yes,No,All vaccinations done on pet plan,"Perfect health, no skin conditions",Private Seller,227.0,15 days ago,Remy Dawn,,September 2021
Fox Red Miniature Poodles!!!!! 400 Health test clear!!!,"£1,750","Sycamore View, Fell Lane, Keighley, West Yorkshire",https://www.preloved.co.uk/adverts/show/123007511/fox-red-miniature-poodles-400-health-test-clear,Miniature Poodle,Mixed Litter,10 weeks,at 8 weeks,No,Yes,No,1st & 2nd,X2 Full Vet health checks with paper printout,Private Seller,131.0,18 days ago,Benjamin G,,June 2024
Beautiful Golden Retriever Puppys,"£1,400","Crook, Durham",https://www.preloved.co.uk/adverts/show/123004441/beautiful-golden-retriever-puppys,Golden Retriever,Male,7 weeks,at 8 weeks,No,Yes,No,Non,Fully Health checked,Private Seller,82.0,28 days ago,Roseleigh6,,December 2025
Chihuahua puppies available,"£2,000","Telford, Shropshire",https://www.preloved.co.uk/adverts/show/122981009/chihuahua-puppies-available,Chihuahua,Mixed Litter,2 months,at 9 weeks,Yes - Breed Register,Yes,No,Yes,Yes,Private Seller,374.0,82 days ago,daisykain,,May 2003
Cocker Spaniel puppies REDUCED! Ready NOW!!,£650,"Holywell, Flintshire",https://www.preloved.co.uk/adverts/show/122983418/cocker-spaniel-puppies-reduced-ready-now,Cocker spaniel,Mixed Litter,11 weeks,"Christmas week when they are 8 weeks old. They will also leave with a leaving pack with food, treats",No,Yes,No,No,Yes,Private Seller,1034.0,76 days ago,nat489,,February 2013
Black German shepherd puppies,£900,"Wolverhampton, Westmidlands",https://www.preloved.co.uk/adverts/show/122989732/black-german-shepherd-puppies,German shepherd,Female,4 months,Now,No,Yes,No,Yes,Yse,Private Seller,502.0,63 days ago,Addskhan1,,October 2023
Border Collie Pups Ready NOW,£650,"Skipton, North Yorkshire",https://www.preloved.co.uk/adverts/show/123001990/border-collie-pups-ready-now,Border Collie,Female,11 weeks,Now,No,Yes,No,First Vaccinations,Vet Checked,Private Seller,777.0,35 days ago,Tom Anson,,November 2018
????Stunning Show Cocker Spaniel Puppies ????,"£1,650","Main Road, Haisthorpe",https://www.preloved.co.uk/adverts/show/123004974/stunning-show-cocker-spaniel-puppies-,Cocker spaniel,Mixed Litter,10 weeks,at 8 weeks,Yes - Breed Register,Yes,No,1st,Yes with certificate,Private Seller,141.0,26 days ago,Mm,,December 2025
"Norman, 6-month-old male saluki-lurcher puppy",£300,"Halifax, West Yorkshire",https://www.preloved.co.uk/adverts/show/122934835/norman-6-month-old-male-saluki-lurcher-puppy,lurcher,Male,8 months,Now,No,Yes,No,Up-to-date with Both doses,"Yes, vet checked on arrival in rescue",Rescue,2200.0,169 days ago,Lurcher Link Rescue,,December 2024
Miniature dachshund puppy ??,£900,Neath,https://www.preloved.co.uk/adverts/show/123002890/miniature-dachshund-puppy-,Dachshund,Male,3 months,now had his first jab and microchip and comes with everything you need to start you off pads wet and,No,Yes,No,First jab,Yes,Private Seller,91.0,32 days ago,Bear-95,,November 2025
7 months old Labrador+German shepherd puppy,£100,Bromley,https://www.preloved.co.uk/adverts/show/123003518/7-months-old-labradorgerman-shepherd-puppy,Labrador and German shepherd,Male,7 months,Now,No,Yes,No,Puppy vaccinations,Deworming,Private Seller,567.0,30 days ago,Maria,,August 2025
Springer Spaniel Puppies Ready To Leave Now,£750,"Abergele, Conwy",https://www.preloved.co.uk/adverts/show/122997686/springer-spaniel-puppies-ready-to-leave-now,Springer Spaniel Puppies,Mixed Litter,9 weeks,Now,No,Yes,No,Yes,Yes,Private Seller,285.0,45 days ago,Steve,,September 2012
Pedigree Blue Staffordshire bull terriers. KC reg,"£2,250","Bideford, Devon",https://www.preloved.co.uk/adverts/show/123007091/pedigree-blue-staffordshire-bull-terriers-kc-reg,Staffordshire bull terrier,Mixed Litter,7 weeks,at 9 weeks,Yes - Breed Register,Yes,No,First vaccination,"Yes, two.",Private Seller,67.0,19 days ago,hanmault,,December 2025
Mali puppies for sale available to view now,£650,"Brotton, Saltburn By The Sea",https://www.preloved.co.uk/adverts/show/123004194/mali-puppies-for-sale-available-to-view-now,Belgian malinois,Mixed Litter,8 weeks,at 8 weeks,No,No,No,They will come with them as well as microchip just too young at the moment,Yes,Private Seller,129.0,28 days ago,Chi cooper,,November 2023
Beautiful KC registered Kaninchen Dachshund puppies,"£1,100","Saffron Walden, Essex",https://www.preloved.co.uk/adverts/show/123005421/beautiful-kc-registered-kaninchen-dachshund-puppies,1100,Mixed Litter,6 weeks,at 8 weeks,Yes - Breed Register,Yes,No,No,Yes,Private Seller,41.0,24 days ago,louise,,December 2008
2 boy german Shepard puppy's,"£1,300","Nottingham, England",https://www.preloved.co.uk/adverts/show/122996855/2-boy-german-shepard-puppys,German shepherds,Male,2 months,at 8 weeks,Yes - Breed Register,Yes,No,First injection,Yes,Private Seller,269.0,47 days ago,Lissy,,March 2019
10 week old sprocker pups,£700,"York, North Yorkshire",https://www.preloved.co.uk/adverts/show/123004012/10-week-old-sprocker-pups,Sprocker,Mixed Litter,3 months,Now,No,Yes,No,Yes,Yes,Private Seller,92.0,29 days ago,JessDurrant22,,July 2020
Jack Russell x Cockapoo beautiful pups,£800,"Chapel St Leonards, Lincolnshire",https://www.preloved.co.uk/adverts/show/122968775/jack-russell-x-cockapoo-beautiful-pups,Cockapoo,Mixed Litter,4 months,at 8 weeks,,Yes,,YES All puppy 2026 next,Yesplus DNA mum too,Private Seller,598.0,106 days ago,KMD,,August 2007
Beautiful Weimador puppies for sale,£500,"Lydbury North, Shropshire",https://www.preloved.co.uk/adverts/show/122988342/beautiful-weimador-puppies-for-sale,Weimador,Mixed Litter,3 months,at 9 weeks,No,Yes,No,L4 DHP,First health check,Private Seller,614.0,66 days ago,Jade,,June 2021
Adorable Havanese Puppies,"£1,500","Ammanford, Swansea",https://www.preloved.co.uk/adverts/show/122993709/adorable-havanese-puppies,Havanese,Mixed Litter,3 months,Now,Yes - Breed Register,Yes,No,1st,Yes,Licensed Breeder,103.0,54 days ago,MRS M JONES,,January 2006
Gorgeous show cockapoo puppies,"£1,250","Pelsall, Walsall",https://www.preloved.co.uk/adverts/show/123002803/gorgeous-show-cockapoo-puppies,Cockapoo,Mixed Litter,10 weeks,at 8 weeks,No,No,No,,,Private Seller,98.0,32 days ago,Cameron,,April 2021
Beautiful cockalier puppies,"£1,000","Newark, Notts",https://www.preloved.co.uk/adverts/show/122999607/beautiful-cockalier-puppies,Cockalier,Mixed Litter,8 weeks,at 8 weeks,No,Yes,No,2/01/2026,2/6/2026,Private Seller,317.0,41 days ago,julieanna69,,April 2010
Cocker Pug puppies for sale,£650,"Swindon, Wiltshire",https://www.preloved.co.uk/adverts/show/122960140/cocker-pug-puppies-for-sale,Cocker chug,Mixed Litter,4 months,Now,No,Yes,No,Yes,Yes,Private Seller,498.0,124 days ago,Adam,,March 2021
Beautiful Cavapoochon puppies,"£1,300","Exeter, Devon",https://www.preloved.co.uk/adverts/show/122985114/beautiful-cavapoochon-puppies,Cavapoochon,Male,4 months,at 8 weeks,No,Yes,No,before leaving for there forever homes. They have been fully weaned and eating biscuits Royal Cannin,Yes,Licensed Breeder,29.0,73 days ago,kk,,October 2009
puppy. Pomeranian crossed poodle,"£1,600","Innsworth, Gloucester",https://www.preloved.co.uk/adverts/show/122830386/puppy-pomeranian-crossed-poodle,Pomeranian,Female,4 months,,,,,,,Private Seller,326.0,327 days ago,Chloe,,May 2018
Lovely Pomeranian puppies,"£1,200","Sudbury, Suffolk",https://www.preloved.co.uk/adverts/show/122860415/lovely-pomeranian-puppies,Pomeranian,Mixed Litter,10 months,at 8 weeks,No,Yes,No,,,Private Seller,983.0,281 days ago,Lia,,April 2020
Miniature dachshund puppies for sale,"£1,500","Chigwell, Essex",https://www.preloved.co.uk/adverts/show/123002219/miniature-dachshund-puppies-for-sale,Miniature dachshund,Mixed Litter,11 weeks,at 8 weeks,No,Yes,No,No,No,Private Seller,460.0,34 days ago,Darius,,August 2021
Beautiful Chaffy puppies,"£1,300","Bradford, England",https://www.preloved.co.uk/adverts/show/122995810/beautiful-chaffy-puppies,Mix breed,Mixed Litter,3 months,at 8 weeks,No,Yes,No,Yes,Yes,Private Seller,22.0,49 days ago,Simone,,November 2020
Beautiful Cockapoo Puppies,"£1,200","Malton, North Yorkshire",https://www.preloved.co.uk/adverts/show/122993379/beautiful-cockapoo-puppies,Cockapoo,Male,3 months,TILL 5th DEC),No,Yes,,,,Private Seller,267.0,55 days ago,Chodgins,,July 2016
??Saluki cross puppies ??,£600,"Scarborough, England",https://www.preloved.co.uk/adverts/show/122988977/saluki-cross-puppies-,Saluki,Mixed Litter,3 months,by the second week in December (8weeks of age),No,Yes,No,Full,By vet,Private Seller,47.0,64 days ago,Casey,,June 2014
Black Goldendoodle Puppies,"£1,850","Yarmouth, Isle Of Wight",https://www.preloved.co.uk/adverts/show/122985819/black-goldendoodle-puppies,Goldendoodle,Female,3 months,at 8 weeks,No,No,,,,Private Seller,181.0,71 days ago,Neil,,November 2013
British bulldog puppies.,"£2,500","Alfreton, Derbyshire",https://www.preloved.co.uk/adverts/show/122978080/british-bulldog-puppies,British bulldog,Mixed Litter,3 months,at 8 weeks,Yes - Breed Register,Yes,,,,Private Seller,219.0,88 days ago,LennyLola,,October 2025
Kc whippet pups for sale,£500,"Ryton, Tyne And Wear",https://www.preloved.co.uk/adverts/show/122982607/kc-whippet-pups-for-sale,Whippets,Male,3 months,at 8 weeks,Yes - Breed Register,Yes,No,Yes,Yes,Private Seller,235.0,78 days ago,Marky,,July 2020
Rottweilers puppies for homes,"£1,200","Barnsley, South Yorkshire",https://www.preloved.co.uk/adverts/show/122990573/rottweilers-puppies-for-homes,Rottweiler,Mixed Litter,2 months,at 8 weeks,No,Yes,No,No,Yes,Private Seller,73.0,61 days ago,L Welford,,November 2025
5 female Cavapoochon puppies,"£2,000","Newbridge,newport, Caerphilly",https://www.preloved.co.uk/adverts/show/122989447/5-female-cavapoochon-puppies,Cavapoochon,Female,2 months,at 8 weeks,No,Yes,No,First vaccine,Yes,Private Seller,103.0,63 days ago,Sarah,,July 2020
German shepherd puppies,"£1,200","Rugby, Warwickshire",https://www.preloved.co.uk/adverts/show/122978054/german-shepherd-puppies,German shepherd,Mixed Litter,3 months,at 8 weeks,No,Yes,No,No,,Private Seller,394.0,88 days ago,Shardae,,December 2019
Beautiful Great Dane Puppies,"£2,500","Warrington, Cheshire",https://www.preloved.co.uk/adverts/show/122981520/beautiful-great-dane-puppies,Great dane,Mixed Litter,6 months,Now,Yes - Breed Register,Yes,No,Yes,Yes,Licensed Breeder,500.0,80 days ago,Raychael,,January 2021
Chunky German Shepherd Pups,"£1,000","Leven, Fife",https://www.preloved.co.uk/adverts/show/122983085/chunky-german-shepherd-pups,German shepherd,Mixed Litter,11 weeks,at 8 weeks,No,Yes,No,No,Yes,Private Seller,383.0,77 days ago,Tammy Powell,,May 2016
Ready now!!!! Miniature dachshund puppies,"£1,000","Nottingham, Nottinghamshire",https://www.preloved.co.uk/adverts/show/122999835/ready-now-miniature-dachshund-puppies,Miniature Dachshund,Male,3 months,Now,No,Yes,No,1st vaccine,Yes,Private Seller,62.0,40 days ago,claireybee20,,October 2012
Top quality French Bulldog pups.,"£1,000","Timberland, Lincolnshire",https://www.preloved.co.uk/adverts/show/123004187/top-quality-french-bulldog-pups,French Bulldog,Mixed Litter,2 months,Now,,Yes,,,,Private Seller,36.0,28 days ago,clairehaley7,,April 2010
Stunning Great Dane Puppies,"£1,995","Newport, Gwent",https://www.preloved.co.uk/adverts/show/122992735/stunning-great-dane-puppies,Great Dane,Mixed Litter,3 months,at 9 weeks,Yes - Breed Register,Yes,No,1st vaccination,Yes,Private Seller,514.0,56 days ago,Mar81,,March 2025
Parson Jake Russell puppies,£700,"Nantwich, England",https://www.preloved.co.uk/adverts/show/122995301/parson-jake-russell-puppies,Jack Russell,Mixed Litter,2 months,on the 17th December to there forever loveing homes these babies are already paper trained anymore i,No,No,No,No,Yes,Private Seller,299.0,51 days ago,Jimmy12412,,November 2025
Chihuahua puppies for sale,£700,"Denton, Lancashire",https://www.preloved.co.uk/adverts/show/122991745/chihuahua-puppies-for-sale,Chihuahua,Mixed Litter,3 months,at 8 weeks,No,No,No,,,Private Seller,652.0,58 days ago,Megan,,October 2021
Miniature Dachshund Puppies,"£1,200","Taunton, Somerset",https://www.preloved.co.uk/adverts/show/122978605/miniature-dachshund-puppies,Dachshund,Mixed Litter,4 months,at 8 weeks,No,Yes,No,,,Private Seller,409.0,86 days ago,Charlotte,,June 2023
Miniature Pinscher puppy,"£1,200","Southwaite Carlisle, Cumbria",https://www.preloved.co.uk/adverts/show/122980899/miniature-pinscher-puppy,Miniature Pinscher,Female,10 months,Now,,Yes,No,00000000000000,,Private Seller,183.0,82 days ago,kevin,,May 2011
Border collie puppies. Ready now.,£595,"Rawtenstall, Lancashire",https://www.preloved.co.uk/adverts/show/123001946/border-collie-puppies-ready-now,Border collie,Mixed Litter,3 months,Now,No,Yes,No,,,Private Seller,222.0,35 days ago,Mk,,April 2025
Cockapoo puppies ready to leave 29th December,"£1,000","Worcester, Worcestershire",https://www.preloved.co.uk/adverts/show/123004776/cockapoo-puppies-ready-to-leave-29th-december,Cockapoo,Mixed Litter,10 weeks,29th December,No,Yes,No,(details of next dose provided)?? Microchipped (transfer details provided upon collection)??? Bringi,Yes,Private Seller,39.0,26 days ago,Pruss12,,February 2025
4 week old frenchie x staffy puppies (WHITE BOY LEFT),£400,"Alfreton, Derbyshire",https://www.preloved.co.uk/adverts/show/123003507/4-week-old-frenchie-x-staffy-puppies-white-boy-left,Frenchie x staffy hybrid,Mixed Litter,5 weeks,at 8 weeks,No,Yes,No,,,Private Seller,165.0,30 days ago,emma,,January 2009
Long haired chihuahua pups,£650,"Rhyl, Bodelwyddan",https://www.preloved.co.uk/adverts/show/122972129/long-haired-chihuahua-pups,Long haired chihuahua,Male,7 months,Now,Yes - Breed Register,Yes,No,Yes,Yes,Private Seller,1448.0,99 days ago,karma831kyle,,November 2008
9 FULLY HEALTH TESTED F1 GoldenDoodle pups for sale,"£1,500","Llandysul, Ceredigion",https://www.preloved.co.uk/adverts/show/123001215/9-fully-health-tested-f1-goldendoodle-pups-for-sale,goldendoodles,Mixed Litter,7 weeks,at 8 weeks,No,Yes,No,yes,yes,Private Seller,48.0,37 days ago,Ceri,,November 2010
Fabulous Black Labrador Puppies,£700,"Rossett, Wrexham",https://www.preloved.co.uk/adverts/show/122993475/fabulous-black-labrador-puppies,Labrador,Mixed Litter,8 weeks,at 8 weeks,No,Yes,No,Yes,"Yes, before they leave at 8 weeks",Private Seller,127.0,55 days ago,Gw,,January 2018
"HAPPY, HEALTHY PUPPIES FOR SALE",£300,"Abersoch Pwllheli, Gwynedd",https://www.preloved.co.uk/adverts/show/122993053/happy-healthy-puppies-for-sale,Labrador cross beagle,Mixed Litter,4 months,Now,No,Yes,No,2 jabs,Vet checked,Private Seller,145.0,56 days ago,PEN LLYN,,May 2017
RED PATTERDALE PUPPIES ...,£700,"Sheffield, South Yorkshire",https://www.preloved.co.uk/adverts/show/122992997/red-patterdale-puppies-,patterdale,Mixed Litter,10 weeks,"at 8 weeks 6/1/25 , bred from our working pets ,these will makegood strong energetic dogs ideal for ",,Yes,No,yes,yes,Private Seller,76.0,56 days ago,Dcm,,April 2014
English bull terrier puppies,"£1,500","Camborne, Cornwall",https://www.preloved.co.uk/adverts/show/122992098/english-bull-terrier-puppies,English bull terrier,Mixed Litter,8 weeks,at 8 weeks,No,Yes,No,,,Private Seller,356.0,58 days ago,Rosst94,,May 2019
Cockapoo puppies ready now,"£1,100","Corwen, Denbighshire",https://www.preloved.co.uk/adverts/show/122991811/cockapoo-puppies-ready-now,Cockapoo,Mixed Litter,3 months,Now,No,Yes,No,Yes,Yes,Private Seller,641.0,58 days ago,GHJ,,May 2013
